위험도,폴더,대분류,취약점,위험인자 진입 파일경로,위험인자 진입 파일명,위험인자 진입 라인넘버,위험인자 진입 소스조각,위험인자 진입 함수,취약점 탐지 파일경로,취약점 탐지 파일명,취약점 탐지 라인넘버,취약점 탐지 소스조각,취약점 탐지 함수,취약점 이슈 개요,취약점 개요,취약점 설명,취약점 조치 권고내용,취약점 조치 tip,취약점 이슈 고유키,취약점 rule 고유키,auditor 태그,auditor 아이디,auditor 의견,스캔시간,
Low,Low,Encapsulation,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidDependentBase/src/main/AndroidManifest.xml","AndroidManifest.xml",11,"        android:icon=""@mipmap/ic_launcher""
        android:label=""@string/app_name""
        android:theme=""@style/Base.V7.Theme.AppCompat.Light"" >
        <activity
            android:name="".HelloworldActivity""",/manifest/application(),"이 프로그램은 Android의 백업 서비스를 사용하여 영구 응용 프로그램 데이터를 원격 클라우드 스토리지에 저장합니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,8883A98EB44E20BE98F0966FC4F4A036,B30DBA7A-A9F6-4ACE-8C1B-7514C9B66F01,,,,Wed May 29 14:14:18 KST 2024,
Low,Low,Code Quality,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroid/src/test/java/io/grpc/helloworldexample/UnitTest.java","UnitTest.java",28,"    // we should not see the protos from src/androidTest/proto/
    try {
      Class<?> ignored = Class.forName(""com.example.tutorial.Msg"");
      fail();
    } catch (ClassNotFoundException expected){",VariableAccess: ignored,"UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 28 줄의 ignored 변수에 할당된 값을 사용하지 않습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,DC8FD9AD3A529D6E482FA4E587668E89,B30AA17C-87EC-42CF-9160-CFDF122CE28E,,,,Wed May 29 14:14:18 KST 2024,
Low,Low,Encapsulation,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidBase/src/main/AndroidManifest.xml","AndroidManifest.xml",11,"        android:icon=""@mipmap/ic_launcher""
        android:label=""@string/app_name""
        android:theme=""@style/Base.V7.Theme.AppCompat.Light"" >
        <activity
            android:name="".HelloworldActivity""",/manifest/application(),"이 프로그램은 Android의 백업 서비스를 사용하여 영구 응용 프로그램 데이터를 원격 클라우드 스토리지에 저장합니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,8883A98EB44E20BE98F0966FC4F4A035,B30DBA7A-A9F6-4ACE-8C1B-7514C9B66F01,,,,Wed May 29 14:14:18 KST 2024,
High,High,Security Features,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidBare/src/main/AndroidManifest.xml","AndroidManifest.xml",4,"<manifest xmlns:android=""http://schemas.android.com/apk/res/android""
          package=""io.dont.build.me"" >
    <application />
</manifest>",/manifest/application(),"이 응용 프로그램은 Google Play 서비스의 업데이트 보안 공급자를 사용하지 않기 때문에 OpenSSL 라이브러리의 향후 취약점에 취약할 수 있습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,44CB84E8EFE1E66514194B78D4F3EE52,B9B07F1C-4E9E-46D5-A9BD-CC394F982CC0,,,,Wed May 29 14:14:18 KST 2024,
Low,Low,Encapsulation,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidLibrary/src/main/AndroidManifest.xml","AndroidManifest.xml",4,"<manifest xmlns:android=""http://schemas.android.com/apk/res/android""
    package=""io.dont.build.me"" >
  <application />
</manifest>",/manifest/application(),"이 프로그램은 Android의 백업 서비스를 사용하여 영구 응용 프로그램 데이터를 원격 클라우드 스토리지에 저장합니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,8883A98EB44E20BE98F0966FC4F4A038,B30DBA7A-A9F6-4ACE-8C1B-7514C9B66F01,,,,Wed May 29 14:14:18 KST 2024,
High,High,Security Features,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidKotlinDsl/src/main/AndroidManifest.xml","AndroidManifest.xml",11,"        android:icon=""@mipmap/ic_launcher""
        android:label=""@string/app_name""
        android:theme=""@style/Base.V7.Theme.AppCompat.Light"" >
        <activity
            android:name="".HelloworldActivity""",/manifest/application(),"이 응용 프로그램은 네트워크 보안 구성을 사용하지 않습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,438D53B59EF243CAB18A12CD56D8E468,75B96986-50D0-45F9-9FE5-EB1F6E9C2FAD,,,,Wed May 29 14:14:18 KST 2024,
Low,Low,Code Quality,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectDependentApp/src/test/java/DependentTest.java","DependentTest.java",15,"    assertSame(ws.antonov.protobuf.test.Test.Item.getDefaultInstance(),
        message.getItem());
    Dependent2.TestWrapperMessage testMessage =
        Dependent2.TestWrapperMessage.newBuilder()
            .setM(message).build();",VariableAccess: testMessage,"DependentTest.java의 testProtos() 메서드는 15 줄의 testMessage 변수에 할당된 값을 사용하지 않습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,28B384BBA6ACB155895049591B924A00,B30AA17C-87EC-42CF-9160-CFDF122CE28E,,,,Wed May 29 14:14:18 KST 2024,
Low,Low,Code Quality,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidKotlinDsl/src/test/java/io/grpc/helloworldexample/UnitTest.java","UnitTest.java",28,"    // we should not see the protos from src/androidTest/proto/
    try {
      Class<?> ignored = Class.forName(""com.example.tutorial.Msg"");
      fail();
    } catch (ClassNotFoundException expected){",VariableAccess: ignored,"UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 28 줄의 ignored 변수에 할당된 값을 사용하지 않습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,DC8FD9AD3A529D6E482FA4E587668E8A,B30AA17C-87EC-42CF-9160-CFDF122CE28E,,,,Wed May 29 14:14:18 KST 2024,
High,High,Security Features,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidDependentBase/src/main/AndroidManifest.xml","AndroidManifest.xml",11,"        android:icon=""@mipmap/ic_launcher""
        android:label=""@string/app_name""
        android:theme=""@style/Base.V7.Theme.AppCompat.Light"" >
        <activity
            android:name="".HelloworldActivity""",VariableAccess: ignored,"이 응용 프로그램은 Google Play 서비스의 업데이트 보안 공급자를 사용하지 않기 때문에 OpenSSL 라이브러리의 향후 취약점에 취약할 수 있습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,44CB84E8EFE1E66514194B78D4F3EE54,B9B07F1C-4E9E-46D5-A9BD-CC394F982CC0,,,,Wed May 29 14:14:18 KST 2024,
High,High,Security Features,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidLibrary/src/main/AndroidManifest.xml","AndroidManifest.xml",4,"<manifest xmlns:android=""http://schemas.android.com/apk/res/android""
    package=""io.dont.build.me"" >
  <application />
</manifest>",VariableAccess: ignored,"이 응용 프로그램은 네트워크 보안 구성을 사용하지 않습니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,438D53B59EF243CAB18A12CD56D8E469,75B96986-50D0-45F9-9FE5-EB1F6E9C2FAD,,,,Wed May 29 14:14:18 KST 2024,
High,High,Security Features,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidDependentBase/src/main/AndroidManifest.xml","AndroidManifest.xml",5,"    package=""io.grpc.helloworldexample"" >

    <uses-permission android:name=""android.permission.INTERNET"" />

    <application",VariableAccess: ignored,"응용 프로그램이 최소 권한 원칙을 지키지 못하면 다른 취약점으로 인한 위험이 매우 커집니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,C8425CC5E64774A5DA2060EB233A61A7,DA628366-FBE1-4D37-879F-7B8F53FF24C1,,,,Wed May 29 14:14:18 KST 2024,
Low,Low,Encapsulation,<none>,,,,,,"protobuf-gradle-plugin-master/testProjectAndroidBare/src/main/AndroidManifest.xml","AndroidManifest.xml",4,"<manifest xmlns:android=""http://schemas.android.com/apk/res/android""
          package=""io.dont.build.me"" >
    <application />
</manifest>",/manifest/application(),"이 프로그램은 Android의 백업 서비스를 사용하여 영구 응용 프로그램 데이터를 원격 클라우드 스토리지에 저장합니다.","UnitTest.java의 ensureAndroidTestProtosNotVisible() 메서드는 일반 예외 사항(generic exception)이 발생하기 때문에 호출자가 오류 처리 및 복구 작업을 하기가 어려워집니다.","메서드를 Exception 또는 Throwable이 발생하도록 선언하면 호출자가 올바른 오류 처리 및 오류 복구 작업을 수행하기 어렵습니다. Java의 예외 메커니즘은 호출자가 손쉽게 잘못을 예상하고 각각의 고유한 예외 상황을 처리하기 위한 코드를 쓸 수 있도록 설계되어 있습니다. 일반적인 형태의 예외 사항이 발생하도록 메서드를 선언하면 이런 메커니즘이 아무 소용이 없습니다.

예제: 다음 메서드는 세 가지 형식의 예외 사항이 발생합니다.


public void doExchange()
  throws IOException, InvocationTargetException,
         SQLException {
  ...
}



코드를 다음과 같이 쓰는 것이 깔끔해 보입니다.


public void doExchange()
  throws Exception {
  ...
}


하지만 이 방법은 호출자가 발생하는 예외 사항을 이해하고 처리하는 기능을 방해합니다. 또한 doExchange()의 이후 수정 버전에서 이전 예외 사항과 다르게 처리해야 하는 새 형식의 예외 사항을 도입하는 경우 이 요구 사항을 쉽게 적용할 수 없습니다.","Exception 또는 Throwable이 발생하도록 메서드를 선언하지 마십시오. 메서드에서 발생한 예외 사항을 복구할 수 없거나 호출자가 쉽게 파악할 수 없는 경우 검사하는 예외 사항 대신 검사하지 않는 예외 사항 발생을 고려해 보십시오. Exception 대신 RuntimeException 또는 Error를 확장하거나 메서드에 try/catch 래퍼를 추가하여 검사할 예외 사항을 검사하지 않는 예외로 변환하는 예외 클래스를 구현하면 됩니다.",,8883A98EB44E20BE98F0966FC4F4A034,B30DBA7A-A9F6-4ACE-8C1B-7514C9B66F01,,,,Wed May 29 14:14:18 KST 2024,
