위험도,폴더,대분류,취약점,위험인자 진입 파일경로,위험인자 진입 파일명,위험인자 진입 라인넘버,위험인자 진입 소스조각,위험인자 진입 함수,취약점 탐지 파일경로,취약점 탐지 파일명,취약점 탐지 라인넘버,취약점 탐지 소스조각,취약점 탐지 함수,취약점 이슈 개요,취약점 개요,취약점 설명,취약점 조치 권고내용,취약점 조치 tip,취약점 이슈 고유키,취약점 rule 고유키,auditor 태그,auditor 아이디,auditor 의견,스캔시간,
High,High,Security Features,<none>,"src/adrui/registerServlet.java","registerServlet.java",43,"		// TODO Auto-generated method stub
		//doGet(request, response);
		String sno = request.getParameter(""Sno"");
		String user = request.getParameter(""LoginUser"");
		String pass = request.getParameter(""LoginPass"");","javax.servlet.ServletRequest.getParameter()","register.html","register.html",40,"    <span>??: <input onmouseout = ""UserCheck()"" id=""User"" type=""text"" name=""LoginUser"" ></input><p id=""2""></p><br/><br/></span>
    <span>密?: <input onmouseout = ""PassCheck()"" id=""Pass"" type=""password"" name=""LoginPass"" ></input><br/><br/><p id=""3""></p></span>
    <span style=""margin-left: 218px;"">??密?: <input onmouseout = ""PassTwoCheck()"" id = ""PassTwo"" type=""password"" name=""PassTwo"" ></input><br/><br/><p id=""4""></p></span>
   <br/><br/><br/> 
    <span><input id = ""submit"" disabled style=""width: 452px;color: #fff;background: #999;"" type=""submit"" value=""立?注?""/></span>","java.sql.Statement.executeUpdate()","register.html의 형식은 40 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","자동 완성이 활성화된 경우, 일부 브라우저에 세션에 대한 사용자 입력이 유지되면 초기 사용자 이후에 컴퓨터를 사용하는 사람은 이전에 전송된 정보를 볼 수 있습니다.","폼 또는 민감한 입력에 대한 자동 완성을 명시적으로 비활성화하십시오. 자동 완성을 비활성화하면 입력 시 이전에 입력한 정보는 사용자에게 다시 나타나지 않습니다. 또한 대부분의 주요 브라우저의 ""내 암호 저장"" 기능이 비활성화됩니다.

예제 1: HTML 폼에서 form 태그의 autocomplete 속성 값을 off로 설정하여 모든 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"" autocomplete=""off"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" />
  </form>


예제 2: 또는 해당 태그의 autocomplete 속성 값을 off로 설정하여 특정 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" autocomplete=""off""/>
  </form>


autocomplete 속성의 기본값이 on인지 확인하십시오. 따라서 민감한 입력을 다룰 경우, 속성을 생략하지 마십시오.",,CA9E64516D6FCAE0C54C2ED7EF6704A3,2FC7D1FF-11E4-468E-B7AB-F127828F4016,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,<none>,"src/adrui/registerServlet.java","registerServlet.java",43,"		// TODO Auto-generated method stub
		//doGet(request, response);
		String sno = request.getParameter(""Sno"");
		String user = request.getParameter(""LoginUser"");
		String pass = request.getParameter(""LoginPass"");","javax.servlet.ServletRequest.getParameter()","src/adrui/LoginServlet.java","LoginServlet.java",40,"	protected void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
		// TODO Auto-generated method stub
		System.out.println(""Login Test"");
		String user = request.getParameter(""user"");
		String pass = request.getParameter(""pass"");",FunctionCall: println(),"전용 로깅 기능 대신 println()을 사용하면 프로그램 동작을 모니터링하기가 어렵습니다.","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","자동 완성이 활성화된 경우, 일부 브라우저에 세션에 대한 사용자 입력이 유지되면 초기 사용자 이후에 컴퓨터를 사용하는 사람은 이전에 전송된 정보를 볼 수 있습니다.","폼 또는 민감한 입력에 대한 자동 완성을 명시적으로 비활성화하십시오. 자동 완성을 비활성화하면 입력 시 이전에 입력한 정보는 사용자에게 다시 나타나지 않습니다. 또한 대부분의 주요 브라우저의 ""내 암호 저장"" 기능이 비활성화됩니다.

예제 1: HTML 폼에서 form 태그의 autocomplete 속성 값을 off로 설정하여 모든 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"" autocomplete=""off"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" />
  </form>


예제 2: 또는 해당 태그의 autocomplete 속성 값을 off로 설정하여 특정 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" autocomplete=""off""/>
  </form>


autocomplete 속성의 기본값이 on인지 확인하십시오. 따라서 민감한 입력을 다룰 경우, 속성을 생략하지 마십시오.",,62793514B5C14E58E34A6C82F6EAA2FC,F972FE42-6C15-47D2-BD5C-448166A574C2,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Environment,<none>,"src/adrui/registerServlet.java","registerServlet.java",43,"		// TODO Auto-generated method stub
		//doGet(request, response);
		String sno = request.getParameter(""Sno"");
		String user = request.getParameter(""LoginUser"");
		String pass = request.getParameter(""LoginPass"");","javax.servlet.ServletRequest.getParameter()","WEB-INF/web.xml","web.xml",2,"<?xml version=""1.0"" encoding=""UTF-8""?>
<web-app xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns=""http://java.sun.com/xml/ns/javaee"" xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_3_0.xsd"" id=""WebApp_ID"" version=""3.0"">
  <display-name>LoginProject</display-name>
  <welcome-file-list>",/web-app(),"웹 응용 프로그램은 기본 오류 페이지를 정의하여 공격자가 응용 프로그램 컨테이너의 기본 제공 오류 응답의 정보를 빼내는 것을 방지해야 합니다.","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","자동 완성이 활성화된 경우, 일부 브라우저에 세션에 대한 사용자 입력이 유지되면 초기 사용자 이후에 컴퓨터를 사용하는 사람은 이전에 전송된 정보를 볼 수 있습니다.","폼 또는 민감한 입력에 대한 자동 완성을 명시적으로 비활성화하십시오. 자동 완성을 비활성화하면 입력 시 이전에 입력한 정보는 사용자에게 다시 나타나지 않습니다. 또한 대부분의 주요 브라우저의 ""내 암호 저장"" 기능이 비활성화됩니다.

예제 1: HTML 폼에서 form 태그의 autocomplete 속성 값을 off로 설정하여 모든 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"" autocomplete=""off"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" />
  </form>


예제 2: 또는 해당 태그의 autocomplete 속성 값을 off로 설정하여 특정 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" autocomplete=""off""/>
  </form>


autocomplete 속성의 기본값이 on인지 확인하십시오. 따라서 민감한 입력을 다룰 경우, 속성을 생략하지 마십시오.",,399A248E35AE0FBB04255DE45FA9754C,749BCC9F-FE61-4DC0-9EF2-5EF1872C7717,,,,Fri May 31 14:38:54 KST 2024,
High,High,Security Features,<none>,"src/adrui/registerServlet.java","registerServlet.java",43,"		// TODO Auto-generated method stub
		//doGet(request, response);
		String sno = request.getParameter(""Sno"");
		String user = request.getParameter(""LoginUser"");
		String pass = request.getParameter(""LoginPass"");","javax.servlet.ServletRequest.getParameter()","login.jsp","login.jsp",28,"    		<center>??¨æ?·????½?</center><br/><br/>
    		USER: <br/> <input type=""text"" name=""user""></input><br/><br/>
    		PASS: <br/><input type=""password"" name=""pass""></input>
    		<br/>
    		<br/>",/web-app(),"login.jsp의 형식은 28 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","자동 완성이 활성화된 경우, 일부 브라우저에 세션에 대한 사용자 입력이 유지되면 초기 사용자 이후에 컴퓨터를 사용하는 사람은 이전에 전송된 정보를 볼 수 있습니다.","폼 또는 민감한 입력에 대한 자동 완성을 명시적으로 비활성화하십시오. 자동 완성을 비활성화하면 입력 시 이전에 입력한 정보는 사용자에게 다시 나타나지 않습니다. 또한 대부분의 주요 브라우저의 ""내 암호 저장"" 기능이 비활성화됩니다.

예제 1: HTML 폼에서 form 태그의 autocomplete 속성 값을 off로 설정하여 모든 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"" autocomplete=""off"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" />
  </form>


예제 2: 또는 해당 태그의 autocomplete 속성 값을 off로 설정하여 특정 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" autocomplete=""off""/>
  </form>


autocomplete 속성의 기본값이 on인지 확인하십시오. 따라서 민감한 입력을 다룰 경우, 속성을 생략하지 마십시오.",,62722A3F75BE81ECDF3ACB69E695990A,2FC7D1FF-11E4-468E-B7AB-F127828F4016,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,<none>,"src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","src/adrui/LoginServlet.java","LoginServlet.java",48,"		try{
			String res = obj.check(conn, user, pass);
			request.setAttribute(""res"", res);
		//	request.setAttribute(""Sno"", sno);
			RequestDispatcher view = request.getRequestDispatcher(""login.jsp"");","javax.servlet.ServletRequest.setAttribute()","LoginServlet.java의 doPost() 메서드는 같은 데이터 구조체에 신뢰할 수 있는 데이터와 신뢰할 수 없는 데이터를 혼합합니다. 프로그래머가 실수로 확인되지 않은 데이터를 신뢰하는 일이 발생합니다.","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","자동 완성이 활성화된 경우, 일부 브라우저에 세션에 대한 사용자 입력이 유지되면 초기 사용자 이후에 컴퓨터를 사용하는 사람은 이전에 전송된 정보를 볼 수 있습니다.","폼 또는 민감한 입력에 대한 자동 완성을 명시적으로 비활성화하십시오. 자동 완성을 비활성화하면 입력 시 이전에 입력한 정보는 사용자에게 다시 나타나지 않습니다. 또한 대부분의 주요 브라우저의 ""내 암호 저장"" 기능이 비활성화됩니다.

예제 1: HTML 폼에서 form 태그의 autocomplete 속성 값을 off로 설정하여 모든 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"" autocomplete=""off"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" />
  </form>


예제 2: 또는 해당 태그의 autocomplete 속성 값을 off로 설정하여 특정 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" autocomplete=""off""/>
  </form>


autocomplete 속성의 기본값이 on인지 확인하십시오. 따라서 민감한 입력을 다룰 경우, 속성을 생략하지 마십시오.",,EC5C8978193E476E43268D652AE9A30E,CBDB6290-DF73-42E1-8D9E-3B5C4B629761,,,,Fri May 31 14:38:54 KST 2024,
High,High,Security Features,<none>,"src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","login.html","login.html",19,"        <center>用?登?</center><br/><br/>
        USER: <br/> <input type=""text"" name=""user""></input><br/><br/>
        PASS: <br/><input type=""password"" name=""pass""></input>
        <br/>
        <br/>","javax.servlet.ServletRequest.setAttribute()","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","login.html의 형식은 19 줄의 자동 완성을 사용하면 일부 브라우저의 기록에 민감한 정보를 보유할 수 있습니다.","자동 완성이 활성화된 경우, 일부 브라우저에 세션에 대한 사용자 입력이 유지되면 초기 사용자 이후에 컴퓨터를 사용하는 사람은 이전에 전송된 정보를 볼 수 있습니다.","폼 또는 민감한 입력에 대한 자동 완성을 명시적으로 비활성화하십시오. 자동 완성을 비활성화하면 입력 시 이전에 입력한 정보는 사용자에게 다시 나타나지 않습니다. 또한 대부분의 주요 브라우저의 ""내 암호 저장"" 기능이 비활성화됩니다.

예제 1: HTML 폼에서 form 태그의 autocomplete 속성 값을 off로 설정하여 모든 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"" autocomplete=""off"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" />
  </form>


예제 2: 또는 해당 태그의 autocomplete 속성 값을 off로 설정하여 특정 입력 필드의 자동 완성을 비활성화하십시오.


  <form method=""post"">
        Address: <input name=""address"" />
        Password: <input name=""password"" type=""password"" autocomplete=""off""/>
  </form>


autocomplete 속성의 기본값이 on인지 확인하십시오. 따라서 민감한 입력을 다룰 경우, 속성을 생략하지 마십시오.",,DA87A9C902D54BAADFCA48C96419F2F2,2FC7D1FF-11E4-468E-B7AB-F127828F4016,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,"04.01. 오류메시지 통한 정보 노출","src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","src/adrui/LoginServlet.java","LoginServlet.java",30,"	 * @see HttpServlet#doGet(HttpServletRequest request, HttpServletResponse response)
	 */
	protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
		// TODO Auto-generated method stub
		response.getWriter().append(""Served at: "").append(request.getContextPath());",Function: doGet(),"LoginServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","LoginServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","Servlet에 예외 사항이 발생하면 Servlet 컨테이너가 사용자에게 보내는 기본 오류 응답에는 보통 디버깅 정보가 포함됩니다. 디버깅 정보는 공격자에게 아주 쓸모가 있습니다. 예를 들어, 스택 추적은 공격자에게 잘못된 SQL 쿼리 문자열, 사용 중인 데이터베이스 유형 및 응용 프로그램 컨테이너 버전을 보여줄 수 있습니다. 공격자는 이 정보를 사용하여 이 구성 요소의 알려진 취약점을 공략합니다.

예제 1: 다음 메서드에서 DNS 조회 실패로 Servlet에 예외 사항이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String ip = req.getRemoteAddr();
    InetAddress addr = InetAddress.getByName(ip);
    ...
    out.println(""hello "" + addr.getHostName());
}


예제 2: 다음 메서드는 매개 변수 ""name""이 요청한 부분이 아닌 경우 NullPointerException이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String name = getParameter(""name"");
    ...
    out.println(""hello "" + name.trim());
}
","모든 최상위 수준 Servlet 메서드는 Throwable을 캐치(catch)하여 Servlet의 오류 응답 메커니즘이 호출될 기회를 최소화해야 합니다. 

예제 3: Example 1의 메서드는 다음과 같이 다시 작성해야 합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res) {
      try {
          String ip = req.getRemoteAddr();
          InetAddress addr = InetAddress.getByName(ip);
      ...
          out.println(""hello "" + addr.getHostName());
      }catch (Throwable t) {
          logger.error(""caught throwable at top level"", t);
      }
  }
}
",,0D85D8B3021CC15E7F4434F4B9EFED84,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,"04.01. 오류메시지 통한 정보 노출","src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","src/adrui/LoginServlet.java","LoginServlet.java",38,"	 * @see HttpServlet#doPost(HttpServletRequest request, HttpServletResponse response)
	 */
	protected void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
		// TODO Auto-generated method stub
		System.out.println(""Login Test"");",Function: doPost(),"LoginServlet Servlet은 doPost()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","LoginServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","Servlet에 예외 사항이 발생하면 Servlet 컨테이너가 사용자에게 보내는 기본 오류 응답에는 보통 디버깅 정보가 포함됩니다. 디버깅 정보는 공격자에게 아주 쓸모가 있습니다. 예를 들어, 스택 추적은 공격자에게 잘못된 SQL 쿼리 문자열, 사용 중인 데이터베이스 유형 및 응용 프로그램 컨테이너 버전을 보여줄 수 있습니다. 공격자는 이 정보를 사용하여 이 구성 요소의 알려진 취약점을 공략합니다.

예제 1: 다음 메서드에서 DNS 조회 실패로 Servlet에 예외 사항이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String ip = req.getRemoteAddr();
    InetAddress addr = InetAddress.getByName(ip);
    ...
    out.println(""hello "" + addr.getHostName());
}


예제 2: 다음 메서드는 매개 변수 ""name""이 요청한 부분이 아닌 경우 NullPointerException이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String name = getParameter(""name"");
    ...
    out.println(""hello "" + name.trim());
}
","모든 최상위 수준 Servlet 메서드는 Throwable을 캐치(catch)하여 Servlet의 오류 응답 메커니즘이 호출될 기회를 최소화해야 합니다. 

예제 3: Example 1의 메서드는 다음과 같이 다시 작성해야 합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res) {
      try {
          String ip = req.getRemoteAddr();
          InetAddress addr = InetAddress.getByName(ip);
      ...
          out.println(""hello "" + addr.getHostName());
      }catch (Throwable t) {
          logger.error(""caught throwable at top level"", t);
      }
  }
}
",,D1CED827D763E2CF7E0809CC14ED711D,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,"04.01. 오류메시지 통한 정보 노출","src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","src/adrui/registerServlet.java","registerServlet.java",72,"		}
		catch(Exception e){
			e.printStackTrace();
		}
	}",printStackTrace(),"registerServlet.java의 doPost() 함수는 72 줄의 printStackTrace()을(를) 호출하여 시스템 데이터 또는 디버그 정보를 노출합니다. printStackTrace()에 의해 노출된 정보는 공격자가 공격을 계획하는 데 도움을 줄 수 있습니다.","LoginServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","Servlet에 예외 사항이 발생하면 Servlet 컨테이너가 사용자에게 보내는 기본 오류 응답에는 보통 디버깅 정보가 포함됩니다. 디버깅 정보는 공격자에게 아주 쓸모가 있습니다. 예를 들어, 스택 추적은 공격자에게 잘못된 SQL 쿼리 문자열, 사용 중인 데이터베이스 유형 및 응용 프로그램 컨테이너 버전을 보여줄 수 있습니다. 공격자는 이 정보를 사용하여 이 구성 요소의 알려진 취약점을 공략합니다.

예제 1: 다음 메서드에서 DNS 조회 실패로 Servlet에 예외 사항이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String ip = req.getRemoteAddr();
    InetAddress addr = InetAddress.getByName(ip);
    ...
    out.println(""hello "" + addr.getHostName());
}


예제 2: 다음 메서드는 매개 변수 ""name""이 요청한 부분이 아닌 경우 NullPointerException이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String name = getParameter(""name"");
    ...
    out.println(""hello "" + name.trim());
}
","모든 최상위 수준 Servlet 메서드는 Throwable을 캐치(catch)하여 Servlet의 오류 응답 메커니즘이 호출될 기회를 최소화해야 합니다. 

예제 3: Example 1의 메서드는 다음과 같이 다시 작성해야 합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res) {
      try {
          String ip = req.getRemoteAddr();
          InetAddress addr = InetAddress.getByName(ip);
      ...
          out.println(""hello "" + addr.getHostName());
      }catch (Throwable t) {
          logger.error(""caught throwable at top level"", t);
      }
  }
}
",,53EE9CDA46A819785E847488896323C2,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,"04.01. 오류메시지 통한 정보 노출","src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","src/adrui/registerServlet.java","registerServlet.java",32,"	 * @see HttpServlet#doGet(HttpServletRequest request, HttpServletResponse response)
	 */
	protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
		// TODO Auto-generated method stub
		response.getWriter().append(""Served at: "").append(request.getContextPath());",Function: doGet(),"registerServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","LoginServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","Servlet에 예외 사항이 발생하면 Servlet 컨테이너가 사용자에게 보내는 기본 오류 응답에는 보통 디버깅 정보가 포함됩니다. 디버깅 정보는 공격자에게 아주 쓸모가 있습니다. 예를 들어, 스택 추적은 공격자에게 잘못된 SQL 쿼리 문자열, 사용 중인 데이터베이스 유형 및 응용 프로그램 컨테이너 버전을 보여줄 수 있습니다. 공격자는 이 정보를 사용하여 이 구성 요소의 알려진 취약점을 공략합니다.

예제 1: 다음 메서드에서 DNS 조회 실패로 Servlet에 예외 사항이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String ip = req.getRemoteAddr();
    InetAddress addr = InetAddress.getByName(ip);
    ...
    out.println(""hello "" + addr.getHostName());
}


예제 2: 다음 메서드는 매개 변수 ""name""이 요청한 부분이 아닌 경우 NullPointerException이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String name = getParameter(""name"");
    ...
    out.println(""hello "" + name.trim());
}
","모든 최상위 수준 Servlet 메서드는 Throwable을 캐치(catch)하여 Servlet의 오류 응답 메커니즘이 호출될 기회를 최소화해야 합니다. 

예제 3: Example 1의 메서드는 다음과 같이 다시 작성해야 합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res) {
      try {
          String ip = req.getRemoteAddr();
          InetAddress addr = InetAddress.getByName(ip);
      ...
          out.println(""hello "" + addr.getHostName());
      }catch (Throwable t) {
          logger.error(""caught throwable at top level"", t);
      }
  }
}
",,4C80BB31FC4828FD5B90F74DBFB384F9,97B9518A-F1BC-44CE-BEB1-D5FBDDFCCF9D,,,,Fri May 31 14:38:54 KST 2024,
Low,Low,Encapsulation,"04.01. 오류메시지 통한 정보 노출","src/adrui/LoginModel.java","LoginModel.java",9,"	public String check(Connection conn, String user, String pass) throws SQLException{
		state = conn.createStatement();
		rs = state.executeQuery(sql);
		while(rs.next()){
			if(rs.getString(2).equals(user)){","java.sql.Statement.executeQuery()","src/adrui/LoginServlet.java","LoginServlet.java",54,"		}
		catch(Exception e){
			e.printStackTrace();
		}
	}",printStackTrace(),"LoginServlet.java의 doPost() 함수는 54 줄의 printStackTrace()을(를) 호출하여 시스템 데이터 또는 디버그 정보를 노출합니다. printStackTrace()에 의해 노출된 정보는 공격자가 공격을 계획하는 데 도움을 줄 수 있습니다.","LoginServlet Servlet은 doGet()의 모든 예외 사항을 캐치하지 못합니다. Servlet이 모든 예외 사항을 캐치하지 못하면 공격자가 공격을 계획하는 데 도움이 되는 디버깅 정보를 노출할 수 있습니다.","Servlet에 예외 사항이 발생하면 Servlet 컨테이너가 사용자에게 보내는 기본 오류 응답에는 보통 디버깅 정보가 포함됩니다. 디버깅 정보는 공격자에게 아주 쓸모가 있습니다. 예를 들어, 스택 추적은 공격자에게 잘못된 SQL 쿼리 문자열, 사용 중인 데이터베이스 유형 및 응용 프로그램 컨테이너 버전을 보여줄 수 있습니다. 공격자는 이 정보를 사용하여 이 구성 요소의 알려진 취약점을 공략합니다.

예제 1: 다음 메서드에서 DNS 조회 실패로 Servlet에 예외 사항이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String ip = req.getRemoteAddr();
    InetAddress addr = InetAddress.getByName(ip);
    ...
    out.println(""hello "" + addr.getHostName());
}


예제 2: 다음 메서드는 매개 변수 ""name""이 요청한 부분이 아닌 경우 NullPointerException이 발생합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res)
              throws IOException {
    String name = getParameter(""name"");
    ...
    out.println(""hello "" + name.trim());
}
","모든 최상위 수준 Servlet 메서드는 Throwable을 캐치(catch)하여 Servlet의 오류 응답 메커니즘이 호출될 기회를 최소화해야 합니다. 

예제 3: Example 1의 메서드는 다음과 같이 다시 작성해야 합니다.


protected void doPost (HttpServletRequest req,
                    HttpServletResponse res) {
      try {
          String ip = req.getRemoteAddr();
          InetAddress addr = InetAddress.getByName(ip);
      ...
          out.println(""hello "" + addr.getHostName());
      }catch (Throwable t) {
          logger.error(""caught throwable at top level"", t);
      }
  }
}
",,08BD92B58521B0F455A66A26EE6288E1,FE4EADF2-7055-4C36-863E-5A01C4A0E1A4,,,,Fri May 31 14:38:54 KST 2024,
